 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125
Time(s)/Cell Status, rejected, accepted, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, rejected, rejected, accepted, accepted, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, rejected, rejected, accepted, accepted, rejected, accepted, rejected, accepted, rejected, rejected, accepted, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected, rejected, rejected, accepted, rejected, rejected, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected
4.4, 42.4262, 41.9517, 42.64651, 42.27375, 43.23766, 42.35193, 42.32896, 43.40514, 42.69814, 42.44416, 48.07481, 42.74107, 42.20421, 42.39429, 42.18536, 43.03719, 42.5052, 42.58775, 45.92427, 41.84901, 42.23704, 42.56149, 43.29354, 42.47887, 42.19239, 42.69098, 42.54819, 42.17296, 42.56228, 43.37735, 42.77188, 43.22411, 42.43169, 42.32809, 42.40685, 42.33445, 42.12031, 42.36752, 42.099, 42.36972, 42.68789, 42.45041, 42.72128, 44.41756, 44.26727, 42.85047, 42.43087, 42.29345, 42.30962, 42.10933, 42.5574, 42.61881, 42.37289, 42.59237, 42.44326, 42.27019, 42.38034, 44.3549, 42.7664, 42.49277, 42.26985, 42.9763, 42.60339, 42.23107, 42.45683, 42.52563, 42.42625, 43.23371, 43.0434, 42.37722, 42.80348, 43.44623, 42.67406, 42.28922, 42.35809, 42.52591, 42.88777, 42.7433, 42.58674, 42.4884, 42.69627, 42.77143, 42.56297, 42.51644, 42.43266, 42.67615, 42.39395, 42.40697, 42.22934, 42.52681, 42.47545, 42.43787, 42.20326, 42.56537, 42.36421, 42.35753, 42.54459, 42.25564, 42.53001, 42.42841, 42.55452, 42.35158, 42.45887, 42.42661, 42.48512, 42.10803, 42.18563, 42.27299, 42.35236, 42.3393, 42.29924, 42.48682, 42.54593, 42.69479, 42.50636, 42.53856, 42.59268, 42.26792, 42.35358, 42.66286, 42.30392, 42.55875, 42.25514, 42.4734, 42.43098, 42.21149
4.45, 42.24203, 42.26419, 42.38163, 42.34211, 42.79482, 42.24508, 42.05588, 43.35419, 42.72198, 42.20645, 42.91132, 42.87849, 41.99377, 42.37831, 44.13425, 42.68877, 42.50213, 42.56108, 42.88598, 41.84483, 42.31668, 42.58352, 42.72572, 42.23827, 42.04081, 42.7551, 42.58777, 42.84634, 42.36825, 42.92624, 42.66866, 42.93569, 42.24638, 42.46557, 42.71101, 42.42123, 42.40313, 42.39834, 42.30631, 42.39388, 42.75484, 42.29702, 42.70971, 42.6459, 42.26845, 42.45147, 42.46114, 42.12374, 42.51411, 42.11486, 42.5155, 42.9766, 43.28883, 42.38708, 42.2877, 42.29105, 42.4771, 42.27489, 42.66862, 42.534, 42.32632, 42.92253, 42.6633, 42.37978, 42.6685, 42.5557, 42.35263, 42.5444, 42.52511, 42.3746, 42.68595, 42.59105, 42.27438, 42.31333, 42.34528, 42.36059, 42.39912, 42.54855, 42.43923, 42.35189, 42.36296, 42.40939, 42.32499, 42.56007, 42.09251, 42.7617, 42.30543, 42.51659, 42.34356, 42.41569, 42.36845, 42.30506, 42.3373, 42.33321, 42.47078, 42.32963, 42.4496, 42.34382, 42.62626, 42.3439, 42.29118, 42.31746, 42.55762, 42.49941, 42.48656, 42.06807, 42.16678, 42.32604, 42.53702, 42.23444, 42.3133, 42.37579, 42.33059, 42.39685, 42.41768, 42.82012, 42.38256, 42.10162, 42.27798, 42.35922, 42.39044, 42.44192, 42.25687, 42.34653, 42.53755, 42.48002
4.5, 42.4142, 41.96876, 42.60652, 42.23249, 43.27641, 42.38027, 42.36842, 43.41012, 42.69884, 42.42737, 48.48367, 42.73005, 42.19453, 42.39153, 42.19763, 43.02058, 42.51145, 42.53785, 45.78777, 41.85386, 42.34649, 42.56454, 43.2452, 42.45087, 42.15246, 42.70559, 42.56446, 42.17632, 42.47186, 43.33821, 42.81449, 43.24375, 42.40378, 42.36169, 42.42265, 42.39326, 42.10822, 42.33962, 42.1319, 42.40559, 42.63577, 42.46579, 42.66294, 44.30856, 43.98911, 42.82742, 42.43517, 42.34546, 42.42258, 42.1037, 42.43995, 42.66785, 42.37711, 42.54678, 42.4415, 42.29058, 42.39261, 44.16851, 42.71101, 42.49391, 42.31059, 42.89522, 42.58817, 42.30467, 42.42375, 42.49112, 42.41497, 43.17121, 43.0052, 42.34485, 42.80853, 43.32101, 42.64832, 42.24786, 42.39593, 42.50003, 42.87046, 42.76482, 42.64673, 42.41863, 42.71643, 42.69276, 42.51431, 42.43127, 42.51572, 42.5733, 42.40244, 42.38731, 42.33274, 42.55184, 42.47416, 42.38976, 42.19439, 42.44657, 42.44935, 42.35028, 42.45622, 42.32119, 42.57991, 42.45728, 42.5606, 42.3189, 42.54082, 42.34867, 42.48728, 42.03281, 42.18055, 42.37502, 42.38369, 42.27974, 42.21235, 42.42261, 42.39762, 42.64548, 42.48807, 42.56858, 42.48924, 42.29396, 42.29297, 42.61614, 42.49995, 42.47105, 42.27812, 42.50626, 42.39756, 42.2995
4.55, 42.34331, 42.06596, 42.55727, 42.24905, 43.08967, 42.34037, 42.32716, 43.3155, 42.60848, 42.38485, 47.29171, 42.75024, 42.17686, 42.36517, 42.13653, 42.96369, 42.54381, 42.52499, 45.08216, 41.771, 42.32164, 42.51926, 43.06781, 42.35755, 42.12213, 42.77295, 42.51118, 42.18518, 42.34742, 43.25645, 42.792, 43.42583, 42.38046, 42.34854, 42.44293, 42.41213, 42.08412, 42.38682, 42.13251, 42.3856, 42.66415, 42.25658, 42.69391, 44.04903, 43.6283, 42.65779, 42.44264, 42.28524, 42.40548, 42.10719, 42.39046, 42.56042, 42.38321, 42.50791, 42.4492, 42.30016, 42.42631, 43.66588, 42.64605, 42.52515, 42.30527, 42.85546, 43.99696, 42.32419, 42.41327, 42.50164, 42.33186, 42.905, 42.85702, 42.30188, 42.75542, 43.16103, 42.53231, 42.21639, 42.36112, 42.49454, 42.81574, 42.61932, 42.75832, 42.35261, 42.59726, 42.70678, 42.45969, 42.58779, 42.56545, 42.59087, 42.28252, 42.35149, 42.3532, 42.49261, 42.48107, 42.4444, 42.21261, 42.41221, 42.38095, 42.60368, 42.49088, 42.23624, 42.57132, 42.47773, 42.5767, 42.39214, 42.38535, 42.27354, 42.42018, 42.07976, 42.15779, 42.37261, 42.35725, 42.39795, 42.29803, 42.5146, 42.43073, 42.58038, 42.45841, 42.59676, 42.54637, 42.2359, 42.16951, 42.50896, 42.44787, 42.5706, 42.23242, 42.50449, 42.42932, 42.3275
4.6, 42.3199, 42.07902, 42.49342, 42.22456, 43.02911, 42.33693, 42.31281, 43.33624, 42.54086, 42.29959, 46.93343, 42.7513, 42.1762, 42.3182, 42.04522, 42.92931, 42.51244, 42.51655, 45.05332, 41.80881, 42.31348, 42.50552, 43.04237, 42.27896, 42.10419, 42.73757, 42.50471, 42.21419, 42.30903, 43.21424, 42.66541, 43.47543, 42.38037, 42.33227, 42.38396, 42.37949, 42.07711, 42.3604, 42.1464, 42.45689, 42.66184, 42.43446, 42.63654, 43.9019, 43.4112, 42.58715, 42.40627, 42.26762, 42.38989, 42.05392, 42.38915, 42.53115, 42.35749, 42.51004, 42.36889, 42.23006, 42.33132, 43.61033, 42.5954, 42.45334, 42.30748, 42.83001, 44.53444, 42.27386, 42.46083, 42.49059, 42.28087, 42.87338, 42.79362, 42.31884, 42.68207, 43.08105, 42.48109, 42.34305, 42.25816, 42.52338, 42.79864, 42.58328, 42.6587, 42.38629, 42.55789, 42.67574, 42.40364, 42.57773, 42.44402, 42.59232, 42.40515, 42.45931, 42.28687, 42.47189, 42.37842, 42.33681, 42.18741, 42.31216, 42.3826, 42.78679, 42.42973, 42.26358, 42.50323, 42.45998, 42.52805, 42.38916, 42.4202, 42.34682, 42.36003, 42.05712, 41.98927, 42.31515, 42.34786, 42.35638, 42.30188, 42.41594, 42.37805, 42.51337, 42.41407, 42.66848, 42.50336, 42.35763, 42.37476, 42.50582, 42.42603, 42.49673, 42.23122, 42.46731, 42.32061, 42.35306
4.65, 42.29514, 42.03502, 42.54077, 42.29942, 43.00537, 42.3746, 42.29415, 43.36511, 42.61868, 42.3543, 46.69344, 42.78945, 42.1784, 42.34389, 42.06864, 42.96476, 42.51866, 42.50552, 44.78002, 41.7735, 42.30859, 42.53127, 42.96743, 42.2906, 42.0999, 42.78187, 42.51411, 42.36887, 42.29901, 43.22302, 42.69732, 43.44463, 42.3317, 42.34474, 42.3706, 42.36969, 42.09695, 42.33474, 42.19382, 42.43631, 42.64198, 42.7723, 42.63971, 43.8318, 43.33984, 42.63297, 42.38294, 42.24648, 42.40885, 42.04399, 42.36315, 42.45536, 42.3942, 42.46523, 42.42862, 42.27515, 42.30099, 43.53497, 42.68089, 42.47897, 42.3672, 42.84574, 44.52929, 42.28981, 42.40776, 42.45218, 42.35396, 42.77911, 42.8284, 42.23388, 42.66659, 43.04801, 42.45821, 42.29126, 42.30438, 42.4812, 42.80782, 42.64642, 42.76791, 42.42525, 42.60323, 42.68335, 42.50381, 42.47778, 42.50751, 42.5937, 42.32938, 42.425, 42.28912, 42.5091, 42.45099, 42.28949, 42.22149, 42.44425, 42.37209, 43.05774, 42.42705, 42.2155, 42.50167, 42.35916, 42.5362, 42.27694, 42.45304, 42.38084, 42.43036, 42.04152, 42.03476, 42.32159, 42.41871, 42.30404, 42.25048, 42.43097, 42.5351, 42.59233, 42.37858, 42.66989, 42.49308, 42.30101, 42.26919, 42.63926, 42.43395, 42.49471, 42.23205, 42.41955, 42.36918, 42.3189
4.7, 42.34611, 42.09179, 42.57797, 42.26892, 42.92894, 42.35749, 42.31096, 43.37532, 42.61219, 42.35753, 46.38347, 42.76237, 42.11196, 42.37337, 42.13113, 42.98335, 42.48867, 42.52962, 44.59801, 41.8622, 42.31765, 42.5388, 42.90833, 42.2618, 42.07539, 42.73415, 42.52502, 42.31985, 42.35132, 43.18186, 42.68284, 43.31443, 42.38154, 42.36758, 42.48622, 42.37011, 42.13313, 42.34708, 42.15366, 42.34483, 42.65427, 42.71355, 42.60983, 43.87066, 43.41192, 42.57314, 42.4054, 42.36451, 42.39866, 42.05923, 42.44237, 42.48835, 42.41719, 42.43217, 42.40632, 42.23788, 42.31742, 43.46555, 42.6867, 42.5277, 42.31417, 42.79655, 44.20885, 42.26042, 42.41869, 42.55746, 42.33054, 42.75649, 42.7147, 42.34271, 42.67858, 43.02065, 42.42202, 42.27664, 42.29512, 42.48398, 42.79301, 42.69144, 42.76477, 42.41386, 42.57675, 42.72629, 42.49969, 42.50671, 42.45436, 42.68068, 42.27159, 42.44807, 42.26682, 42.52097, 42.38765, 42.40906, 42.24055, 42.44492, 42.37392, 43.00292, 42.41749, 42.24831, 42.51817, 42.4751, 42.51508, 42.25009, 42.35909, 42.29947, 42.45302, 42.00018, 42.14759, 42.34395, 42.36166, 42.34612, 42.30133, 42.43414, 42.38907, 42.74405, 42.49472, 42.61722, 42.47066, 42.27895, 42.23384, 42.65249, 42.43862, 42.46006, 42.25734, 42.49153, 42.43169, 42.1466
4.75, 42.27562, 42.04092, 42.4778, 42.23058, 42.92108, 42.35818, 42.29875, 43.34093, 42.61192, 42.30614, 46.09559, 42.77266, 42.08276, 42.38366, 42.12703, 42.9614, 42.51115, 42.48357, 44.50698, 41.85838, 42.31215, 42.55283, 42.86213, 42.24506, 42.11483, 42.68888, 42.50213, 42.21217, 42.286, 43.11676, 42.6721, 43.27613, 42.3531, 42.38379, 42.44307, 42.36377, 42.15652, 42.27934, 42.08614, 42.41265, 42.62098, 42.61039, 42.65905, 43.87296, 43.23253, 42.55122, 42.33784, 42.24911, 42.52568, 42.04028, 42.35259, 42.50195, 42.39132, 42.43805, 42.39199, 42.26411, 42.36364, 43.32861, 42.59096, 42.5937, 42.32005, 42.76844, 43.96647, 42.25326, 42.37133, 42.37903, 42.31938, 42.75728, 42.71968, 42.3063, 42.62123, 42.97579, 42.39558, 42.33359, 42.33416, 42.45578, 42.72916, 42.63745, 42.77277, 42.4044, 42.52407, 42.59702, 42.4582, 42.50056, 42.38962, 42.55246, 42.3604, 42.45541, 42.27423, 42.45846, 42.39616, 42.26698, 42.25648, 42.30375, 42.42078, 42.85426, 42.39857, 42.2128, 42.4861, 42.32125, 42.53095, 42.32491, 42.32947, 42.27427, 42.46003, 41.99866, 42.02797, 42.30652, 42.41947, 42.40714, 42.23321, 42.4321, 42.37962, 42.82845, 42.40271, 42.63697, 42.45856, 42.33829, 42.24791, 42.76152, 42.34328, 42.44532, 42.20801, 42.45536, 42.36666, 42.32284
4.8, 42.30904, 42.10336, 42.51865, 42.23527, 42.88092, 42.33092, 42.26813, 43.34283, 42.58634, 42.31983, 45.87618, 42.79448, 42.13686, 42.34926, 42.12778, 43.00097, 42.48434, 42.51183, 44.39051, 41.71975, 42.29352, 42.56632, 42.85023, 42.24142, 42.11849, 42.70576, 42.54821, 42.24587, 42.30819, 43.10665, 42.74966, 43.27573, 42.31866, 42.35596, 42.41189, 42.38479, 42.11092, 42.2688, 42.18303, 42.3591, 42.62701, 42.54414, 42.66034, 43.80213, 43.17041, 42.54162, 42.38839, 42.1862, 42.39609, 42.05439, 42.34973, 42.44809, 42.42215, 42.46494, 42.42619, 42.3545, 42.40759, 43.30795, 42.66632, 42.46263, 42.26208, 42.78226, 43.79325, 42.27852, 42.36607, 42.42917, 42.29478, 42.70774, 42.7918, 42.36193, 42.59933, 42.95083, 42.39873, 42.32996, 42.3229, 42.47134, 42.70582, 42.51646, 42.83551, 42.36612, 42.49264, 42.77266, 42.42216, 42.47057, 42.4241, 42.58859, 42.36021, 42.41982, 42.31223, 42.50273, 42.33291, 42.3774, 42.27863, 42.29087, 42.39573, 42.83316, 42.40965, 42.21798, 42.51888, 42.52582, 42.4613, 42.30032, 42.35425, 42.27293, 42.5162, 42.0957, 42.01602, 42.21107, 42.35221, 42.25191, 42.25117, 42.41875, 42.32427, 42.72041, 42.47155, 42.58476, 42.48488, 42.26332, 42.30777, 42.69509, 42.48846, 42.53491, 42.23766, 42.47231, 42.46547, 42.26365
4.85, 42.35311, 42.0788, 42.49913, 42.28453, 42.90347, 42.3768, 42.2766, 43.359, 42.6542, 42.33398, 45.66251, 42.76955, 42.11286, 42.32605, 42.16975, 42.93785, 42.48032, 42.47367, 44.26878, 41.69738, 42.29373, 42.52545, 42.74413, 42.25369, 42.01915, 42.65959, 42.50848, 42.27215, 42.27228, 43.11236, 42.69176, 43.20906, 42.34042, 42.34756, 42.36687, 42.40104, 42.2416, 42.25331, 42.13854, 42.35109, 42.59438, 42.52367, 42.67632, 43.68647, 43.12088, 42.51502, 42.40086, 42.22572, 42.4724, 42.08041, 42.32908, 42.55226, 42.37015, 42.40445, 42.38499, 42.2916, 42.31303, 43.22873, 42.72362, 42.51469, 42.31796, 42.71449, 43.63387, 42.24138, 42.40849, 42.47629, 42.33624, 42.61388, 42.78498, 42.34953, 42.5702, 43.3742, 42.359, 42.33588, 42.33269, 42.44254, 42.63039, 42.52664, 42.82759, 42.38444, 42.50495, 42.66809, 42.4439, 42.43433, 42.4649, 42.61048, 42.28912, 42.4481, 42.27058, 42.42806, 42.41013, 42.37357, 42.16039, 42.39154, 42.33371, 42.72346, 42.39375, 42.22202, 42.44327, 42.42355, 42.47591, 42.3979, 42.35038, 42.35738, 42.37424, 42.06303, 42.03958, 42.37536, 42.39154, 42.3521, 42.32284, 42.3334, 42.36625, 42.65326, 42.45479, 42.57276, 42.48894, 42.24336, 42.29837, 42.71643, 42.38695, 42.4534, 42.24283, 42.44825, 42.31255, 42.36003
4.9, 42.32194, 42.10407, 42.48322, 42.25092, 42.90003, 42.32203, 42.25471, 43.40131, 42.64431, 42.34182, 45.44697, 42.76788, 42.11913, 42.37977, 42.13863, 42.95786, 42.48727, 42.48309, 44.18444, 41.8801, 42.31022, 42.55596, 42.77741, 42.20148, 42.04297, 42.66404, 42.54494, 42.21718, 42.27807, 43.07744, 42.73114, 43.18204, 42.31854, 42.36782, 42.43162, 42.43777, 42.14137, 42.31812, 42.17797, 42.37445, 42.60466, 42.51601, 42.6139, 43.67308, 43.07413, 42.53925, 42.36968, 42.30047, 42.51116, 42.10361, 42.33409, 42.51117, 42.41859, 42.37559, 42.38664, 42.26078, 42.39433, 43.13677, 42.68181, 42.56709, 42.288, 42.75492, 43.50035, 42.25648, 42.34108, 42.41541, 42.35009, 42.73479, 42.68412, 42.28365, 42.63519, 43.36632, 42.36133, 42.27559, 42.27775, 42.48383, 42.89735, 42.44545, 42.82291, 42.34825, 42.46742, 42.72475, 42.43228, 42.48711, 42.45837, 42.53024, 42.32627, 42.42023, 42.29921, 42.40746, 42.31134, 42.33072, 42.18637, 42.35603, 42.47931, 42.68374, 42.35692, 42.25389, 42.63408, 42.43893, 42.51522, 42.27604, 42.30704, 42.51633, 42.4446, 42.02288, 41.94759, 42.34243, 42.42301, 42.26976, 42.28621, 42.48278, 42.24105, 42.74593, 42.48441, 42.63344, 42.44884, 42.2495, 42.26772, 42.57626, 42.46575, 42.42033, 42.24335, 42.45578, 42.39606, 42.31432
